-0.78, -1.80, 9.65
-0.78, -1.80, 9.65
-0.78, -1.80, 9.65
-0.78, -1.80, 9.65
-0.78, -1.80, 9.61
-0.78, -1.80, 9.61
-0.78, -1.80, 9.61
-0.78, -1.80, 9.61
-0.78, -1.80, 9.61
-0.75, -1.84, 9.49
-0.75, -1.84, 9.49
-0.75, -1.84, 9.41
-0.75, -1.84, 9.41
-0.75, -1.84, 9.41
-0.75, -1.84, 9.41
-0.75, -1.84, 9.41
-0.75, -1.84, 9.49
-0.75, -1.92, 9.57
-0.75, -1.92, 9.57
-0.75, -1.96, 9.69
-0.75, -1.96, 9.69
-0.75, -1.96, 9.69
-0.75, -1.96, 9.69
-0.75, -1.96, 9.69
-0.78, -2.00, 9.77
-0.78, -2.00, 9.77
-0.98, -1.88, 9.96
-0.98, -1.88, 9.96
-0.98, -1.88, 9.96
-0.98, -1.88, 9.96
-0.98, -1.88, 9.96
-0.98, -1.84, 9.89
-0.98, -1.84, 9.89
-0.98, -1.84, 9.89
-0.98, -1.84, 9.89
-1.02, -1.84, 9.85
-1.02, -1.84, 9.85
-1.02, -1.84, 9.85
-1.06, -1.84, 9.81
-1.06, -1.84, 9.81
-1.06, -1.84, 9.81
-1.06, -1.84, 9.81
-1.06, -1.84, 9.81
-1.18, -1.80, 9.81
-1.18, -1.80, 9.81
-1.18, -1.80, 9.81
-1.18, -1.80, 9.81
-1.18, -1.80, 9.81
-1.18, -1.77, 9.77
-1.18, -1.77, 9.77
-1.18, -1.77, 9.77
-1.18, -1.77, 9.77
-1.37, -1.73, 9.92
-1.37, -1.73, 9.92
-1.37, -1.73, 9.92
-1.41, -1.77, 9.96
-1.41, -1.77, 9.96
-1.41, -1.77, 9.96
-1.41, -1.77, 9.96
-1.41, -1.77, 9.96
-1.45, -1.65, 9.92
-1.45, -1.61, 9.85
-1.57, -1.53, 9.69
-1.57, -1.53, 9.69
-1.57, -1.53, 9.69
-1.57, -1.53, 9.69
-1.57, -1.53, 9.69
-1.57, -1.45, 9.53
-1.57, -1.45, 9.53
-1.57, -1.45, 9.53
-1.57, -1.41, 9.38
-1.57, -1.41, 9.38
-1.57, -1.41, 9.38
-1.57, -1.41, 9.38
-1.49, -1.49, 9.34
-1.49, -1.49, 9.34
-1.49, -1.49, 9.34
-1.49, -1.49, 9.34
-1.49, -1.49, 9.34
-1.49, -1.61, 9.45
-1.49, -1.61, 9.45
-1.49, -1.61, 9.45
-1.49, -1.61, 9.45
-1.49, -1.61, 9.45
-1.49, -1.69, 9.41
-1.49, -1.69, 9.41
-1.49, -1.69, 9.41
-1.53, -1.61, 9.41
-1.53, -1.61, 9.41
-1.53, -1.61, 9.41
-1.53, -1.61, 9.41
-1.53, -1.65, 9.53
-1.53, -1.65, 9.53
-1.53, -1.65, 9.53
-1.53, -1.65, 9.53
-1.53, -1.65, 9.38
-1.49, -1.53, 9.45
-1.49, -1.53, 9.49
-1.49, -1.65, 9.49
-1.49, -1.65, 9.49
-1.49, -1.65, 9.49
-1.49, -1.65, 9.49
-1.49, -1.65, 9.69
-1.41, -1.69, 9.69
-1.41, -1.80, 10.12
-1.41, -1.80, 10.12
-1.41, -1.80, 10.12
-1.41, -1.80, 10.12
-1.41, -1.80, 10.28
-1.29, -1.73, 10.28
-1.29, -1.73, 10.28
-1.29, -1.73, 10.28
-1.29, -1.73, 10.28
-1.29, -1.73, 10.51
-1.14, -1.73, 10.51
-1.14, -1.73, 10.51
-1.14, -1.73, 10.51
-0.86, -1.53, 11.30
-0.86, -1.53, 11.30
-0.86, -1.53, 11.30
-0.86, -1.53, 11.30
-0.86, -1.53, 11.69
-0.47, -1.45, 11.69
-0.47, -1.45, 11.69
-0.47, -1.45, 11.69
-0.47, -1.45, 11.69
-0.47, -1.45, 11.92
-0.20, -1.41, 11.92
-0.20, -1.41, 11.92
-0.20, -1.41, 11.92
0.16, -1.84, 13.18
0.16, -1.84, 13.18
0.16, -1.84, 13.18
0.16, -1.84, 13.18
0.16, -1.84, 14.00
0.31, -2.39, 14.00
0.31, -2.39, 14.00
0.31, -2.39, 14.00
0.31, -2.39, 14.00
-4.98, -1.06, 20.52
-4.98, -1.06, 20.52
-4.98, -1.06, 20.52
-4.98, -1.06, 20.52
-4.98, -1.06, 20.52
-7.49, 0.63, 22.05
-7.49, 0.63, 22.05
-7.49, 0.63, 22.05
-7.49, 0.63, 22.05
-7.49, 0.63, 22.05
-10.32, 0.78, 23.18
-6.20, -4.04, 8.32
-6.20, -4.04, 8.32
-6.20, -4.04, 8.32
-6.20, -4.04, 8.32
-3.49, -5.22, 3.02
-3.49, -5.22, 3.02
-3.49, -5.22, 3.02
-3.49, -5.22, 3.02
3.77, -4.71, 0.94
3.77, -4.71, 0.94
3.77, -4.71, 0.94
3.77, -4.71, 0.94
3.77, -4.71, 0.94
2.16, 1.69, 4.94
-0.94, 5.26, 5.06
-0.94, 5.26, 5.06
-0.94, 5.26, 5.06
-0.94, 5.45, 2.24
-0.98, 5.45, 2.24
-0.98, 5.45, 2.24
-0.98, 5.45, 2.24
-0.98, 5.45, 2.24
-0.98, 6.39, 2.24
0.98, 6.39, 2.24
0.98, 6.39, 2.24
0.98, 6.39, 2.24
1.45, 2.39, 4.98
1.06, 2.39, 4.98
1.06, 2.39, 4.98
1.06, 2.39, 4.98
1.06, 2.39, 4.98
1.06, 2.12, 4.08
0.55, 2.00, 2.39
0.55, 2.00, 2.39
0.55, 2.00, 2.39
0.55, 2.00, 2.39
0.55, 2.00, 0.47
2.00, 2.12, -0.82
2.00, 2.12, -0.82
2.00, 2.12, -0.82
2.00, 2.12, -1.57
2.71, 1.84, -1.57
2.71, 1.84, -1.57
2.71, 1.84, -1.57
2.71, 1.84, -1.57
2.71, 1.84, -2.08
3.61, 1.65, -2.08
3.61, 1.65, -2.08
3.61, 1.65, -2.08
3.61, 1.65, -2.08
4.31, 2.98, -2.63
4.31, 2.98, -2.63
4.31, 2.98, -2.63
4.31, 2.98, -2.12
4.75, 2.82, -2.12
4.75, 2.82, -2.12
4.75, 2.82, -2.12
5.96, 2.55, -1.69
6.67, 1.84, -0.20
6.67, 1.84, -0.20
6.67, 1.84, -0.20
6.67, 1.84, -0.20
6.67, 1.84, -0.20
7.45, 1.57, 0.55
8.90, 1.14, 1.45
8.90, 1.14, 1.45
8.90, 1.14, 1.45
9.41, 1.06, 1.80
9.41, 1.06, 1.80
9.81, 0.90, 2.20
9.81, 0.90, 2.20
9.81, 0.90, 2.20
10.28, 0.82, 2.71
10.28, 0.82, 2.71
10.28, 0.82, 2.71
10.67, 0.39, 3.73
11.14, 0.39, 3.73
11.14, 0.39, 3.73
11.14, 0.39, 3.73
11.14, 0.39, 3.73
11.14, 0.24, 4.28
11.49, 0.24, 4.28
11.69, 0.24, 4.51
11.69, 0.20, 4.75
11.85, 0.20, 4.75
11.85, 0.20, 4.75
11.85, 0.20, 4.75
11.85, 0.20, 4.75
11.85, 0.20, 4.75
11.92, 0.20, 4.59
11.92, 0.20, 4.59
11.92, 0.20, 4.59
11.92, 0.20, 4.31
11.89, 0.24, 4.31
11.89, 0.24, 4.31
11.89, 0.24, 4.31
11.61, 0.27, 3.84
11.61, 0.27, 3.84
11.61, 0.27, 3.84
11.61, 0.27, 3.84
11.61, 0.27, 3.53
11.38, 0.27, 3.53
11.38, 0.27, 3.53
11.18, 0.24, 3.33
11.02, 0.35, 3.02
11.02, 0.35, 3.02
11.02, 0.35, 3.02
11.02, 0.35, 3.02
11.02, 0.35, 3.02
10.51, 0.51, 2.55
10.51, 0.51, 2.55
10.51, 0.51, 2.55
10.32, 0.63, 2.51
10.32, 0.63, 2.51
10.32, 0.63, 2.51
10.32, 0.63, 2.51
9.89, 0.82, 2.43
9.89, 0.82, 2.43
9.89, 0.82, 2.43
9.89, 0.82, 2.43
9.73, 0.86, 2.39
9.73, 0.86, 2.39
9.73, 0.86, 2.39
9.73, 0.86, 2.39
9.73, 0.86, 2.39
9.73, 0.86, 2.47
9.53, 0.94, 2.51
9.53, 0.94, 2.51
9.53, 0.94, 2.51
9.53, 0.98, 2.47
9.45, 0.98, 2.47
9.45, 0.98, 2.51
9.45, 0.98, 2.51
9.45, 0.86, 2.63
9.38, 0.86, 2.63
9.38, 0.86, 2.63
9.45, 0.75, 2.79
9.45, 0.75, 2.79
9.45, 0.75, 2.98
9.49, 0.59, 2.98
9.49, 0.59, 2.98
9.49, 0.59, 2.98
9.65, 0.47, 3.18
9.65, 0.47, 3.22
9.77, 0.47, 3.22
9.77, 0.47, 3.22
9.77, 0.47, 3.22
9.92, 0.39, 3.18
10.00, 0.43, 3.18
10.00, 0.43, 3.18
10.00, 0.43, 3.18
10.00, 0.43, 3.18
10.00, 0.43, 3.10
9.92, 0.67, 2.63
9.96, 0.59, 2.71
9.96, 0.59, 2.71
9.96, 0.59, 2.71
9.96, 0.59, 2.71
9.96, 0.59, 2.71
10.08, 0.67, 2.71
10.08, 0.67, 2.71
10.08, 0.67, 2.71
10.08, 0.67, 2.71
10.04, 0.55, 2.79
10.04, 0.55, 2.79
10.04, 0.55, 2.79
10.12, 0.51, 2.75
10.08, 0.51, 2.75
10.08, 0.51, 2.75
10.08, 0.51, 2.75
10.08, 0.51, 2.75
10.08, 0.39, 2.71
10.08, 0.39, 2.71
10.12, 0.39, 2.67
10.12, 0.39, 2.82
10.08, 0.39, 2.82
10.08, 0.39, 2.82
10.08, 0.39, 2.82
10.08, 0.39, 2.82
10.08, 0.47, 2.86
10.08, 0.47, 2.86
10.08, 0.47, 2.86
10.08, 0.47, 2.90
10.00, 0.47, 2.90
10.00, 0.47, 2.90
10.00, 0.47, 2.90
10.00, 0.51, 2.94
10.00, 0.51, 2.94
10.00, 0.51, 2.94
10.00, 0.51, 2.94
10.00, 0.51, 2.94
9.96, 0.55, 2.94
9.96, 0.67, 2.94
9.96, 0.67, 2.94
9.96, 0.67, 2.94
9.89, 0.67, 2.98
9.89, 0.67, 2.98
9.89, 0.71, 2.98
9.89, 0.71, 2.98
9.89, 0.63, 2.94
9.89, 0.63, 2.94
9.89, 0.63, 2.94
9.85, 0.51, 2.98
9.85, 0.51, 2.98
9.81, 0.51, 2.94
9.81, 0.51, 2.94
9.81, 0.51, 2.94
9.81, 0.51, 2.94
9.89, 0.35, 2.98
9.89, 0.43, 2.90
9.89, 0.43, 2.90
9.89, 0.43, 2.90
9.89, 0.43, 2.90
