2.28, -1.84, 9.65
2.28, -1.84, 9.65
2.28, -1.77, 9.69
2.28, -1.77, 9.69
2.28, -1.77, 9.69
2.28, -1.77, 9.69
2.28, -1.65, 9.53
2.28, -1.65, 9.53
2.28, -1.65, 9.53
2.28, -1.65, 9.53
2.28, -1.61, 9.53
2.31, -1.61, 9.53
2.31, -1.61, 9.53
2.24, -1.53, 9.57
2.24, -1.49, 9.61
2.20, -1.49, 9.61
2.20, -1.49, 9.61
2.20, -1.49, 9.61
2.20, -1.49, 9.61
2.20, -1.53, 9.73
2.31, -1.49, 9.69
2.31, -1.49, 9.69
2.31, -1.49, 9.77
2.28, -1.49, 9.77
2.28, -1.49, 9.77
2.28, -1.49, 9.77
2.28, -1.37, 9.85
2.28, -1.37, 9.85
2.28, -1.37, 9.85
2.28, -1.37, 9.85
2.28, -1.37, 9.81
2.28, -1.29, 9.81
2.28, -1.29, 9.81
2.28, -1.29, 9.81
2.28, -1.29, 9.81
2.28, -1.29, 9.81
2.31, -1.14, 9.81
2.31, -1.14, 9.81
2.31, -1.14, 9.81
2.47, -0.82, 9.69
2.47, -0.82, 9.69
2.47, -0.82, 9.69
2.55, -0.71, 9.69
2.55, -0.71, 9.69
2.55, -0.71, 9.69
2.63, -0.51, 9.53
2.63, -0.51, 9.53
2.63, -0.51, 9.53
2.63, -0.51, 9.53
2.63, -0.51, 9.53
2.63, -0.27, 9.57
2.63, -0.27, 9.57
2.63, -0.27, 9.57
2.63, -0.27, 9.57
2.63, -0.27, 9.57
2.59, -0.12, 9.57
2.59, -0.12, 9.57
2.59, -0.12, 9.57
2.55, 0.00, 9.61
2.51, 0.16, 9.57
2.51, 0.16, 9.57
2.51, 0.16, 9.57
2.51, 0.16, 9.57
2.51, 0.16, 9.57
2.39, 0.59, 9.49
2.39, 0.59, 9.49
2.39, 0.59, 9.49
2.39, 0.59, 9.49
2.39, 0.59, 9.49
2.28, 0.98, 9.30
2.28, 0.98, 9.30
2.28, 0.98, 9.30
2.28, 0.98, 9.30
2.28, 1.26, 9.34
2.35, 1.61, 9.22
2.35, 1.61, 9.22
2.35, 1.61, 9.22
2.35, 1.61, 9.22
2.35, 2.00, 9.26
2.28, 2.00, 9.26
2.24, 2.39, 9.30
2.24, 2.39, 9.30
2.24, 2.39, 9.30
2.24, 2.79, 9.22
2.12, 2.79, 9.22
2.12, 2.79, 9.22
1.80, 3.22, 9.45
1.80, 3.22, 9.45
1.80, 3.22, 9.69
1.53, 3.61, 9.69
1.53, 3.61, 9.69
1.26, 4.08, 9.96
1.26, 4.08, 10.00
1.02, 4.55, 10.00
1.02, 4.55, 10.00
1.02, 4.55, 10.00
1.02, 4.55, 10.00
1.02, 4.55, 10.12
0.55, 4.94, 10.12
0.55, 4.94, 10.12
0.55, 4.94, 10.12
0.55, 4.94, 10.12
0.55, 4.94, 10.08
0.04, 5.33, 10.08
-0.43, 5.69, 10.00
-0.43, 5.69, 10.00
-1.22, 6.04, 9.89
-1.22, 6.04, 9.89
-1.22, 6.04, 9.89
-1.22, 6.04, 9.89
-1.22, 6.04, 9.89
-2.31, 6.32, 9.85
-3.65, 6.51, 9.57
-3.65, 6.51, 9.57
-3.65, 6.51, 9.57
-4.75, 6.35, 9.85
-4.75, 6.35, 9.85
-4.75, 6.35, 9.85
-4.75, 6.35, 9.85
-8.98, 3.41, 12.59
-8.98, 3.41, 12.59
-8.98, 3.41, 12.59
-8.98, 3.41, 12.59
-8.98, 3.41, 12.59
-9.02, 3.14, 13.93
-9.02, 3.14, 13.93
-9.02, 3.14, 13.93
-9.02, 3.14, 13.93
-9.06, 2.16, 14.83
-9.06, 2.16, 14.83
-9.06, 0.78, 15.14
-7.81, 0.78, 15.14
-7.81, 0.78, 15.14
-7.81, 0.78, 15.14
-7.81, 0.78, 15.14
-7.81, -0.12, 14.63
-7.41, -0.12, 14.63
-6.79, -4.04, 14.79
-6.16, -4.04, 14.79
-6.16, -4.04, 14.79
-6.16, -4.04, 14.79
-6.16, -4.04, 14.79
-6.16, -6.00, 14.95
-5.33, -6.00, 14.95
-5.33, -6.00, 14.95
-5.33, -6.00, 14.95
-5.33, -6.00, 14.95
-5.33, -7.30, 14.20
-4.59, -7.30, 14.20
-4.59, -7.30, 14.20
-4.82, -8.75, 10.24
-3.96, -8.75, 10.24
-3.96, -8.75, 10.24
-3.96, -8.75, 10.24
-3.96, -8.75, 10.24
-3.96, -9.22, 9.22
-2.59, -9.22, 9.22
-2.59, -9.22, 9.22
-2.59, -9.22, 9.22
-2.59, -9.22, 9.22
1.69, -9.38, 10.71
1.69, -10.04, 11.22
2.67, -10.04, 11.22
2.67, -10.04, 11.22
2.67, -10.04, 11.22
2.67, -10.04, 11.22
2.67, -9.02, 10.98
2.55, -9.02, 10.98
2.55, -9.02, 10.98
2.55, -9.02, 10.98
2.55, -9.02, 10.98
2.86, -7.92, 10.28
2.86, -7.37, 9.81
2.98, -7.37, 9.81
2.98, -7.37, 9.81
2.98, -7.37, 9.81
2.98, -7.37, 9.81
2.98, -6.75, 9.06
3.10, -6.08, 8.59
3.10, -6.08, 8.59
3.10, -5.61, 8.16
3.10, -5.61, 8.16
3.10, -5.61, 8.16
3.10, -5.61, 8.16
3.10, -5.61, 8.16
3.41, -4.59, 7.69
3.41, -4.59, 7.69
3.41, -4.59, 7.69
3.41, -4.59, 7.69
3.41, -4.59, 7.77
3.49, -4.16, 7.77
3.49, -4.16, 7.77
3.53, -3.84, 7.88
3.53, -3.84, 8.08
3.45, -3.57, 8.08
3.45, -3.57, 8.08
3.45, -3.57, 8.08
3.45, -3.57, 8.08
3.45, -3.57, 8.36
3.49, -3.10, 8.55
3.49, -3.10, 8.55
3.49, -3.10, 8.79
3.49, -2.98, 8.79
3.49, -2.98, 8.79
3.49, -2.98, 8.79
3.57, -2.43, 8.90
3.57, -2.43, 8.90
3.57, -2.43, 8.90
3.57, -2.43, 8.90
3.57, -2.43, 8.90
3.53, -2.16, 8.90
3.53, -2.16, 8.90
3.41, -1.88, 8.83
3.30, -1.84, 8.98
3.30, -1.84, 8.98
3.30, -1.84, 8.98
3.30, -1.84, 8.98
3.30, -1.84, 8.98
3.26, -1.61, 9.18
3.26, -1.61, 9.18
3.26, -1.61, 9.18
3.14, -1.41, 9.34
3.14, -1.41, 9.34
3.14, -1.41, 9.34
2.94, -1.29, 9.53
